Año,Lote,Tipo de Hidrocarburo,Producción,Inversion,Regalia,Canon,Reservas Probadas (P1),Reservas Probables (P2),Reservas Posibles (P3),Reservas Totales (3P),Recursos Contingentes (2C),Recursos Prospectivos (2U)
2023,95,Petróleo,,,,,47994.600000000006,52182.9,99447.8,199625.3,0,45000
2023,131,Petróleo,,,,,481.0271728154751,674.2,281.4,1436.6271728154752,0,0
2023,Z-69,LGN,,,,,1083.7,558.4,301,1943.1,2898.1,0
2023,31-C,LGN,,,,,482.1,95.5,107.8,685.4,0,52600
2023,88,LGN,,,,,239172.2,41468.1,33768.3,314408.6,28432,0
2023,57,LGN,,,,,59117.2,14278.4,16922.4,90318,0,0
2023,56,LGN,,,,,48637.7,11134.1,9310.5,69082.29999999999,23056,0
2023,I,Gas,,,,,27,1.2,0.4,28.599999999999998,7.15,93.9
2023,II,Gas,,,,,18,0,0,18,17.86,0
2023,III,Gas,,,,,34.9,22.2,17.3,74.39999999999999,1.56,8.71
2023,IV,Gas,,,,,26,8.6,7.4,42,1.06,13.38
2023,VII/VI,Gas,,,,,,,,0,,
2023,VI,Gas,,,,,11.7,0,0,11.7,24.21,0
2023,X,Gas,,,,,63.3,0,0,63.3,7.17,0
2023,XIII,Gas,,,,,121.9,22.9,19.8,164.60000000000002,77.9,976.2
2023,Z-69,Gas,,,,,10.7,7,4.1,21.799999999999997,28.73,8.81
2023,88,Gas,,,,,5624.5,740.7,654.7,7019.9,539.9,987
2023,56,Gas,,,,,815.9000000000001,181.1,147.1,1144.1000000000001,329.05,370
2023,57,Gas,,,,,1062.6,235.4,376.1,1674.1,0,0
2023,31-C,Gas,,,,,60,0,20.7,80.7,0,671.6
2023,39,Petróleo,,,,,0,0,0,0,134180,0
2023,64,Petróleo,,,,,35134.1,29589.7,134258.7,198982.5,43769,342800
2023,192,Petróleo,,,,,126209,0,0,126209,26832.3,0
2023,31-C,Petróleo,,,,,0,0,0,0,0,0
2023,56,Petróleo,,,,,0,0,0,0,0,0
2023,57,Petróleo,,,,,0,0,0,0,0,0
2023,58,Petróleo,,,,,0,0,0,0,0,0
2023,88,Petróleo,,,,,0,0,0,0,0,0
2023,Z-61,Petróleo,,,,,0,0,0,0,0,1426225.5
2023,Z-62,Petróleo,,,,,0,0,0,0,0,611404.2
2023,Z-63,Petróleo,,,,,0,0,0,0,0,395502
2023,XXIII,Petróleo,,,,,0,0,0,0,0,69078.5
2023,XXVII,Petróleo,,,,,0,0,0,0,0,6510
2023,107,Petróleo,,,,,0,0,0,0,0,310000
2023,NO OPERADAS,Petróleo,,,,,0,0,0,0,6540,29863420
2023,Z-1,LGN,,,,,0,0,0,0,0,0
2023,Z-6,LGN,,,,,0,0,0,0,0,0
2023,I,LGN,,,,,0,0,0,0,0,0
2023,II,LGN,,,,,0,0,0,0,0,0
2023,III,LGN,,,,,0,0,0,0,0,0
2023,IV,LGN,,,,,0,0,0,0,0,0
2023,V,LGN,,,,,0,0,0,0,0,0
2023,VI,LGN,,,,,0,0,0,0,0,0
2023,VII,LGN,,,,,0,0,0,0,0,0
2023,IX,LGN,,,,,0,0,0,0,0,0
2023,X,LGN,,,,,0,0,0,0,0,0
2023,XIII,LGN,,,,,0,0,0,0,0,0
2023,XV,LGN,,,,,0,0,0,0,0,0
2023,XX,LGN,,,,,0,0,0,0,0,0
2023,8,LGN,,,,,0,0,0,0,0,0
2023,39,LGN,,,,,0,0,0,0,0,0
2023,64,LGN,,,,,0,0,0,0,0,0
2023,67,LGN,,,,,0,0,0,0,0,0
2023,95,LGN,,,,,0,0,0,0,0,0
2023,192,LGN,,,,,0,0,0,0,0,0
2023,131,LGN,,,,,0,0,0,0,0,0
2023,58,LGN,,,,,0,0,0,0,112189.3,60438.8
2023,Z-61,LGN,,,,,0,0,0,0,0,0
2023,Z-62,LGN,,,,,0,0,0,0,0,0
2023,Z-63,LGN,,,,,0,0,0,0,0,0
2023,XXIII,LGN,,,,,0,0,0,0,0,0
2023,XXVII,LGN,,,,,0,0,0,0,0,0
2023,107,LGN,,,,,0,0,0,0,0,0
2023,NO OPERADAS,LGN,,,,,0,0,0,0,137000,414950
2023,Z-1,Gas,,,,,0,0,0,0,0,0
2023,Z-6,Gas,,,,,0,0,0,0,22.1,45.49
2023,V,Gas,,,,,0,0,0,0,0,11.61
2023,VII,Gas,,,,,0,0,0,0,0,0
2023,IX,Gas,,,,,0,0,0,0,0,0
2023,XV,Gas,,,,,0,0,0,0,50.72,0
2023,XX,Gas,,,,,0,0,0,0,2.2,0
2023,8,Gas,,,,,0,0,0,0,0,0
2023,39,Gas,,,,,0,0,0,0,0,0
2023,64,Gas,,,,,0,0,0,0,0,0
2023,67,Gas,,,,,0,0,0,0,0,0
2023,95,Gas,,,,,0,0,0,0,0,0
2023,192,Gas,,,,,0,0,0,0,0,0
2023,131,Gas,,,,,0,0,0,0,0,0
2023,58,Gas,,,,,0,0,0,0,3134.3,1514.76
2023,Z-61,Gas,,,,,0,0,0,0,0,0
2023,Z-62,Gas,,,,,0,0,0,0,0,0
2023,Z-63,Gas,,,,,0,0,0,0,0,0
2023,XXIII,Gas,,,,,0,0,0,0,136.748,796.5
2023,XXVII,Gas,,,,,0,0,0,0,0,0
2023,107,Gas,,,,,0,0,0,0,0,0
2023,NO OPERADAS,Gas,,,,,0,0,0,0,2529.1,37737.45
